server_name,tool_name,tool_description,parameter_name,schema_type,datatype,parameter_description,is_required
twelvedata,twelvedata_GetTimeSeriesAtr,"The Average True Range (ATR) is a volatility indicator that measures the average range of price movement over a specified period, helping traders assess market volatility.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesAtr,"The Average True Range (ATR) is a volatility indicator that measures the average range of price movement over a specified period, helping traders assess market volatility.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesAtr,"The Average True Range (ATR) is a volatility indicator that measures the average range of price movement over a specified period, helping traders assess market volatility.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesBBands,"Bollinger Bands (BBANDS) are volatility bands placed above and below a moving average, measuring price volatility and helping traders identify potential overbought or oversold conditions.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesBBands,"Bollinger Bands (BBANDS) are volatility bands placed above and below a moving average, measuring price volatility and helping traders identify potential overbought or oversold conditions.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesBBands,"Bollinger Bands (BBANDS) are volatility bands placed above and below a moving average, measuring price volatility and helping traders identify potential overbought or oversold conditions.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesCross,"This API call returns meta and cross rate time series for the requested instruments. Metaobject consists of general information about the requested symbol. Time series is the array of objects ordered by time descending with Open, High, Low, Close prices. Works with stocks, forex and cryptocurrency.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesCross,"This API call returns meta and cross rate time series for the requested instruments. Metaobject consists of general information about the requested symbol. Time series is the array of objects ordered by time descending with Open, High, Low, Close prices. Works with stocks, forex and cryptocurrency.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesEma,"The Exponential Moving Average (EMA) is a weighted moving average that gives more importance to recent price data, making it more responsive to new information and helping traders identify trends and potential entry or exit points.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesEma,"The Exponential Moving Average (EMA) is a weighted moving average that gives more importance to recent price data, making it more responsive to new information and helping traders identify trends and potential entry or exit points.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesEma,"The Exponential Moving Average (EMA) is a weighted moving average that gives more importance to recent price data, making it more responsive to new information and helping traders identify trends and potential entry or exit points.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesMacd,"The Moving Average Convergence Divergence (MACD) is a momentum indicator that measures the difference between two moving averages, with a signal line used to identify potential trend reversals and trading opportunities.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesMacd,"The Moving Average Convergence Divergence (MACD) is a momentum indicator that measures the difference between two moving averages, with a signal line used to identify potential trend reversals and trading opportunities.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesMacd,"The Moving Average Convergence Divergence (MACD) is a momentum indicator that measures the difference between two moving averages, with a signal line used to identify potential trend reversals and trading opportunities.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesRsi,"The Relative Strength Index (RSI) is a momentum oscillator that measures the speed and change of price movements, helping traders identify potential overbought or oversold conditions and trend reversals.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesRsi,"The Relative Strength Index (RSI) is a momentum oscillator that measures the speed and change of price movements, helping traders identify potential overbought or oversold conditions and trend reversals.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesRsi,"The Relative Strength Index (RSI) is a momentum oscillator that measures the speed and change of price movements, helping traders identify potential overbought or oversold conditions and trend reversals.",values,Output,String,Array of time series data points,Optional
twelvedata,twelvedata_GetTimeSeriesSma,"The Simple Moving Average (SMA) is a smoothing indicator that calculates the average price of a security over a specified period, helping traders identify trends and potential support or resistance levels.",meta,Output,String,,Optional
twelvedata,twelvedata_GetTimeSeriesSma,"The Simple Moving Average (SMA) is a smoothing indicator that calculates the average price of a security over a specified period, helping traders identify trends and potential support or resistance levels.",status,Output,String,Response status,Optional
twelvedata,twelvedata_GetTimeSeriesSma,"The Simple Moving Average (SMA) is a smoothing indicator that calculates the average price of a security over a specified period, helping traders identify trends and potential support or resistance levels.",values,Output,String,Array of time series data points,Optional
